"Authors","Author full names","Author(s) ID","Title","DOI","Link","Abstract"
"Van Der Schouw Y.T.; Pijpe A.; Lebrun C.E.I.; Bots M.L.; Peeters P.H.M.; Van Staveren W.A.; Lamberts S.W.J.; Grobbee D.E.","Van Der Schouw, Yvonne T. (7006003970); Pijpe, Anouk (8934898200); Lebrun, Corinne E.I. (7102976873); Bots, Michiel L. (7004670219); Peeters, Petra H.M. (7102793088); Van Staveren, Wija A. (7103003149); Lamberts, Steven W.J. (7202196103); Grobbee, Diederick E. (7103100613)","7006003970; 8934898200; 7102976873; 7004670219; 7102793088; 7103003149; 7202196103; 7103100613","Higher usual dietary intake of phytoestrogens is associated with lower aortic stiffness in postmenopausal women","10.1161/01.ATV.0000027176.83618.1A","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036346767&doi=10.1161%2f01.ATV.0000027176.83618.1A&partnerID=40&md5=5754ec7120d45c0640d50f419ea27fde","Objective - Phytoestrogens have been postulated to protect against cardiovascular diseases, but few studies have focused on the effect of Western dietary phytoestrogen intake. Methods and Results - Four hundred three women with natural menopause either between 1987 and 1989 or between 1969 and 1979 were selected from the baseline data of the PROSPECT study (n = 17 395). Isoflavone and lignan intake was calculated from a food-frequency questionnaire. Aortic stiffness was noninvasively assessed by pulse-wave velocity measurement of the aorta. Linear regression analysis was used. After adjustment for age, body mass index, smoking, physical activity, mean arterial pressure, follow-up time, energy intake, dietary fiber intake, glucose, and high density lipoprotein cholesterol, increasing dietary isoflavone intake was associated with decreased aortic stiffness: -0.51 m/s (95% CI - 1.00 to -0.03, fourth versus first quartile, P for trend=0.07). Increasing dietary intake of lignans was also associated with decreased aortic pulse-wave velocity: -0.42 m/s (95% CI -0.93 to 0.11, fourth versus first quartile, P for trend=0.06). Results were most pronounced in older women: for isoflavones, -0.94 m/s (95% CI - 1.65 to -0.22, P for trend=0.02), and for lignans, -0.80 m/s (95% CI -1.85 to -0.05), fourth versus first quartile. Conclusions - The results of our study support the view that phytoestrogens have a protective effect on the risk of atherosclerosis and arterial degeneration through an effect on arterial walls, especially among older women."
"Saaddine J.B.; Fagot-Campagna A.; Rolka D.; Narayan K.M.V.; Geiss L.; Eberhardt M.; Flegal K.M.","Saaddine, Jinan B. (6601977647); Fagot-Campagna, Anne (7004745334); Rolka, Deborah (6602976872); Narayan, K.M Venkat (56726795700); Geiss, Linda (6603718887); Eberhardt, Mark (7006528478); Flegal, Katherine M. (7005527299)","6601977647; 7004745334; 6602976872; 56726795700; 6603718887; 7006528478; 7005527299","Distribution of HbA1c levels for children and young adults in the U.S.: Third National Health and Nutrition Examination Survey","10.2337/diacare.25.8.1326","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036673526&doi=10.2337%2fdiacare.25.8.1326&partnerID=40&md5=736f598c11f8c4713e329976905d07aa","OBJECTIVE - To describe the distribution of HbA1c levels among children and young adults in the U.S. and to evaluate the effects of age, sex, race/ethnicity, socioeconomic status, parental history of diabetes, overweight, and serum glucose on HbA1c levels. RESEARCH DESIGN AND METHODS - We analyzed HbA1c data from the Third National Health and Nutrition Examination Survey, 1988-1994, for 7,968 participants aged 5-24 years who had not been treated for diabetes. After adjusting for the complex sample design, we compared the distributions of HbA1c in subgroups and developed multiple linear regression models to examine factors associated with HbA 1c. RESULTS - Mean HbA1c level was 4.99% (SD 0.50%) and varied from 4.93% (95% CI ± 0.04) in non-Hispanic whites to 5.05% (±0.02) in Mexican-Americans to 5.17% (±0.02) in non-Hispanic blacks. There were very small differences among subgroups. Within each age-group, among men and women, among overweight and nonoverweight subjects, and at any level of education, mean HbA1c levels were higher in non-Hispanic blacks than in non-Hispanic whites. After adjusting for confounders, HbA1c levels for non-Hispanic blacks (5.15%, 95% CI ±0.04) and Mexican-Americans (5.01%, ±0.04) were higher than those for non-Hispanic whites (4.93%, ±0.04). CONCLUSIONS - These data provide national reference levels for HbA1c distributions among Americans aged 5-24 years and show statistically significant racial/ethnic differences in HbA1c levels that are not completely explained by demographic and health-related variables."
"Matz L.M.; Hill Jr. H.H.; Beegle L.W.; Kanik I.","Matz, Laura M (7005215437); Hill Jr., Herbert H (7402256448); Beegle, Luther W (6602366043); Kanik, Isik (7003876047)","7005215437; 7402256448; 6602366043; 7003876047","Investigation of drift gas selectivity in high resolution ion mobility spectrometry with mass spectrometry detection","10.1016/S1044-0305(01)00366-X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036209284&doi=10.1016%2fS1044-0305%2801%2900366-X&partnerID=40&md5=6435c031bdfb6b1af6661e8541ea50b5","Recent studies in electrospray ionization (ESI)/ion mobility spectrometry (IMS) have focussed on employing different drift gases to alter separation efficiency for some molecules. This study investigates four structurally similar classes of molecules (cocaine and metabolites, amphetamines, benzodiazepines, and small peptides) to determine the effect of structure on relative mobility changes in four drift gases (helium, nitrogen, argon, carbon dioxide). Collision cross sections were plotted against drift gas polarizability and a linear relationship was found for the nineteen compounds evaluated in the study. Based on the reduced mobility database, all nineteen compounds could be separated in one of the four drift gases, however, the drift gas that provided optimal separation was specific for the two compounds. © 2002 American Society for Mass Spectrometry."
"Ge D.; Srinivasan N.; Krishnan S.M.","Ge, Dingfei (7006758723); Srinivasan, Narayanan (57213957268); Krishnan, Shankar M. (35547825600)","7006758723; 57213957268; 35547825600","Cardiac arrhythmia classification using autoregressive modeling","10.1186/1475-925X-1-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-3042565159&doi=10.1186%2f1475-925X-1-5&partnerID=40&md5=16f7ba74e437ab0f16486ff625da6bfb","Background: Computer-assisted arrhythmia recognition is critical for the management of cardiac disorders. Various techniques have been utilized to classify arrhythmias. Generally, these techniques classify two or three arrhythmias or have significantly large processing times. A simpler autoregressive modeling (AR) technique is proposed to classify normal sinus rhythm (NSR) and various cardiac arrhythmias including atrial premature contraction (APC), premature ventricular contraction (PVC), superventricular tachycardia (SVT), ventricular tachycardia (VT) and ventricular fibrillation (VF). Methods: AR Modeling was performed on ECG data from normal sinus rhythm as well as various arrhythmias. The AR coefficients were computed using Burg's algorithm. The AR coefficients were classified using a generalized linear model (GLM) based algorithm in various stages. Results: AR modeling results showed that an order of four was sufficient for modeling the ECG signals. The accuracy of detecting NSR, APC, PVC, SVT, VT and VF were 93.2% to 100% using the GLM based classification algorithm. Conclusion: The results show that AR modeling is useful for the classification of cardiac arrhythmias, with reasonably high accuracies. Further validation of the proposed technique will yield acceptable results for clinical implementation. © 2002 Ge et al; licensee BioMed Central Ltd."
"Mehta R.H.; Suzuki T.; Hagan P.G.; Bossone E.; Gilon D.; Llovet A.; Maroto L.C.; Cooper J.V.; Smith D.E.; Armstrong W.F.; Nienaber C.A.; Eagle K.A.","Mehta, Rajendra H. (7402786563); Suzuki, Toru (36153910500); Hagan, Peter G. (7006106338); Bossone, Eduardo (55238465000); Gilon, Dan (55342398200); Llovet, Alfredo (6602752062); Maroto, Luis C. (6603538148); Cooper, Jeanna V. (7406077485); Smith, Dean E. (7410356594); Armstrong, William F. (35391960200); Nienaber, Christoph A. (7102008058); Eagle, Kim A. (7102562217)","7402786563; 36153910500; 7006106338; 55238465000; 55342398200; 6602752062; 6603538148; 7406077485; 7410356594; 35391960200; 7102008058; 7102562217","Predicting death in patients with acute type A aortic dissection","10.1161/hc0202.102246","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037080916&doi=10.1161%2fhc0202.102246&partnerID=40&md5=9cecf6fd5fac08a45324c9d8265276e1","Background - Given the high mortality rates in patients with type A aortic dissection, predictive tools to identify patients at increased risk of death are needed to assist clinicians for optimal treatment. Methods and Results - Accordingly, we evaluated 547 patients with this diagnosis enrolled in the International Registry of Acute Aortic Dissection (IRAD) between January 1996 and December 1999. Univariate testing followed by multivariate logistic regression analysis was performed to identify independent predictors of death. In-hospital mortality rate was 32.5% in type A dissection patients. In-hospital complications (neurological deficits, altered mental status, myocardial or mesenteric ischemia, kidney failure, hypotension, cardiac tamponade, and limb ischemia) were increased in patients who died compared with survivors (P<0.05 for all). Logistic regression identified the following presenting variables as predictors of death: age ≥70 years (OR, 1.70; 95% CI, 1.05 to 2.77; P=0.03), abrupt onset of chest pain (OR 2.60; 95% CI, 1.22 to 5.54; P=0.01), hypotension/shock/tamponade (OR, 2.97; 95% CI, 1.83 to 4.81; P<0.0001), kidney failure (OR, 4.77; 95% CI, 1.80 to 12.6; P=0.002), pulse deficit (OR, 2.03; 95% CI, 1.25 to 3.29, P=0.004), and abnormal ECG (OR, 1.77; 95% CI, 1.06 to 2.95; P=0.03) (area under receiver operating curve, 0.74; Hosmer-Lemeshow statistic, P=0.75). Conclusions - The in-hospital mortality rate in acute type A aortic dissection is high and can be predicted with the use of a clinical model incorporated in a simple risk prediction tool. This tool can be used to educate patients with dissection about their predicted risk and in clinical research for risk adjustment while comparing outcomes of different therapies."
"Lind M.; Vernon C.; Cruickshank D.; Wilkinson P.; Littlewood T.; Stuart N.; Jenkinson C.; Grey-Amante P.; Doll H.; Wild D.","Lind, M. (7103322787); Vernon, C. (7005351370); Cruickshank, D. (7006522060); Wilkinson, P. (7201434611); Littlewood, T. (57194699035); Stuart, N. (7006428686); Jenkinson, C. (36901023100); Grey-Amante, P. (8538155200); Doll, H. (7005767637); Wild, D. (55616796900)","7103322787; 7005351370; 7006522060; 7201434611; 57194699035; 7006428686; 36901023100; 8538155200; 7005767637; 55616796900","The level of haemoglobin in anaemic cancer patients correlates positively with quality of life","10.1038/sj.bjc.6600247","https://www.scopus.com/inward/record.uri?eid=2-s2.0-18544374303&doi=10.1038%2fsj.bjc.6600247&partnerID=40&md5=c73b7212e469c3ff997a8da169dc7a9c","The aim of this study was to assess the relationship between haemoglobin level and quality-of-life in anaemic cancer patients. Patients, diagnosed with one of four cancers, were recruited if their haemoglobin level was < 12 g dl−1 (female) or < 13 g dl-1 (male). The condition-specific Functional Assessment of Cancer Therapy - Anaemia and the generic SF-36 were used to assess quality-of-life. Thirty-six per cent of the 179 recruited patients had breast cancer, 28% ovarian cancer, 25% lung cancer, and 11% multiple myeloma. Their mean (s.d.) haemoglobin level was 10.66 (1.04) g dl−1. Partial correlations controlling for the potentially confounding effects of age, gender, and time since diagnosis found significant positive relationships between haemoglobin and all domains of the Functional Assessment of Cancer Therapy - Anaemia, and with all but two of the SF-36 domains. On linear regression controlling for the same factors, each unit haemoglobin rise equalled an average 8.19 Functional Assessment of Cancer Therapy - Anaemia, and an average 6.88 Functional Assessment of Cancer Therapy - Fatigue, increase. Haemoglobin accounted for a similar amount of variability (8%) in SF-36 scores. In conclusion, quality-of-life has been found to be significantly positively related to haemoglobin level in anaemic cancer patients. This suggests that normalisation of haemoglobin in cancer patients is likely to increase their quality-of-life. The greater sensitivity of the condition-specific Functional Assessment of Cancer Therapy - Anaemia compared with the generic SF-36 suggests that the Functional Assessment of Cancer Therapy - Anaemia can be used alone to assess quality-of life in this patient group. © 2002 Cancer Research UK."
"Boyce M.S.; Vernier P.R.; Nielsen S.E.; Schmiegelow F.K.A.","Boyce, Mark S. (35994335500); Vernier, Pierre R. (7005353474); Nielsen, Scott E. (7402454506); Schmiegelow, Fiona K.A. (6603443729)","35994335500; 7005353474; 7402454506; 6603443729","Evaluating resource selection functions","10.1016/S0304-3800(02)00200-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037202455&doi=10.1016%2fS0304-3800%2802%2900200-4&partnerID=40&md5=94bb91d55544d8fec07d2a8604782076","A resource selection function (RSF) is any model that yields values proportional to the probability of use of a resource unit. RSF models often are fitted using generalized linear models (GLMs) although a variety of statistical models might be used. Information criteria such as the Akaike Information Criteria (AIC) or Bayesian Information Criteria (BIC) are tools that can be useful for selecting a model from a set of biologically plausible candidates. Statistical inference procedures, such as the likelihood-ratio test, can be used to assess whether models deviate from random null models. But for most applications of RSF models, usefulness is evaluated by how well the model predicts the location of organisms on a landscape. Predictions from RSF models constructed using presence/absence (used/unused) data can be evaluated using procedures developed for logistic regression, such as confusion matrices, Kappa statistics, and Receiver Operating Characteristic (ROC) curves. However, RSF models estimated from presence/available data create unique problems for evaluating model predictions. For presence/available models we propose a form of k-fold cross validation for evaluating prediction success. This involves calculating the correlation between RSF ranks and area-adjusted frequencies for a withheld sub-sample of data. A similar approach can be applied to evaluate predictive success for out-of-sample data. Not all RSF models are robust for application in different times or different places due to ecological and behavioral variation of the target organisms. © 2002 Elsevier Science B.V. All rights reserved."
"Van Loco J.; Elskens M.; Croux C.; Beernaert H.","Van Loco, Joris (55953867900); Elskens, Marc (6603831524); Croux, Christophe (35560765100); Beernaert, Hedwig (6701597252)","55953867900; 6603831524; 35560765100; 6701597252","Linearity of calibration curves: Use and misuse of the correlation coefficient","10.1007/s00769-002-0487-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036666012&doi=10.1007%2fs00769-002-0487-6&partnerID=40&md5=475d44deeed6454cb92eede2a50f7d4d","The correlation coefficient is commonly used to evaluate the degree of linear association between two variables. However, it can be shown that a correlation coefficient very close to one might also be obtained for a clear curved relationship. Other statistical tests, like the Lack-of-fit and Mandel's fitting test thus appear more suitable for the validation of the linear calibration model. A number of cadmium calibration curves from atomic absorption spectroscopy were assessed for their linearity. All the investigated calibration curves were characterized by a high correlation coefficient (r >0.997) and low quality coefficient (QC <5%), but the straight-line model was systematically rejected at the 95% confidence level on the basis of the Lack-of-fit and Mandel's fitting test. Furthermore, significantly different results were achieved between a linear regression model (LRM) and a quadratic regression (QRM) model in forecasting values for mid-scale calibration standards. The results obtained with the QRM did not differ significantly from the theoretically expected value, while those obtained with the LRM were systematically biased. It was concluded that a straight-line model with a high correlation coefficient, but with a lack-of-fit, yields significantly less accurate results than its curvilinear alternative."
"Straub K.H.; Kiladis G.N.","Straub, Katherine H. (7004470971); Kiladis, George N. (7003408439)","7004470971; 7003408439","Observations of a convectively coupled Kelvin wave in the eastern Pacific ITCZ","10.1175/1520-0469(2002)059<0030:OOACCK>2.0.CO;2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036328409&doi=10.1175%2f1520-0469%282002%29059%3c0030%3aOOACCK%3e2.0.CO%3b2&partnerID=40&md5=af756e0f927c6698c66079a13730e7ce","A case study of a convectively coupled Kelvin wave in the eastern Pacific intertropical convergence zone (ITCZ) is presented, as observed during the 1997 Pan American Climate Studies (PACS) Tropical Eastern Pacific Process Study (TEPPS). The large-scale convective envelope associated with this disturbance, with a zonal scale of approximately 1000-2000 km, propagates eastward at 15 m s-1 along the mean convective axis of the ITCZ. This envelope consists of many smaller-scale, westward-moving convective elements, with zonal scales on the order of 100-500 km. As the convectively coupled Kelvin wave disturbance propagates eastward, it exerts a strong control on local convection. Radar and vertical profiler data collected aboard the NOAA R/V Ronald H. Brown during the wave passage show that convection deepens rapidly as the Kelvin wave approaches from the west, progressing from isolated, shallow cumuli to organized deep convective features within just 12 h. Initially, rainfall in the vicinity of the ship consists of a significant deep convective fraction, but as the large-scale envelope departs to the east, stratiform precipitation becomes dominant. Radiosonde data collected during the Kelvin wave passage reveal dynamical perturbations in the troposphere and lower stratosphere that are consistent with linear equatorial Kelvin wave theory. The TEPPS radiosonde data also compare remarkably well with the vertical structure of a typical eastern Pacific Kelvin wave disturbance in the ECMWF reanalysis dataset, based on a 15-yr linear regression analysis. When this analysis is expanded to include all global grid points, it is shown that Kelvin waves in the eastern Pacific ITCZ have a dynamical structure that is nearly symmetric with respect to the equator, as would be expected based on linear Kelvin wave theory. However, the convective signal associated with these symmetric dynamical perturbations is itself primarily asymmetric with respect to the equator. The deepest convection is located significantly to the north of the equator, in the region of warmest sea surface temperatures. These observations present a somewhat different perspective on the dynamics of convectively coupled Kelvin waves, in that the symmetric dynamical fields and asymmetric convection interact to sustain the simultaneous eastward propagation of both fields."
"Schünemann H.J.; McCann S.; Grant B.J.B.; Trevisan M.; Muti P.; Freudenheim J.L.","Schünemann, Holger J. (7005126453); McCann, Susan (57219956777); Grant, Brydon J. B. (57207905627); Trevisan, Maurizio (57205343912); Muti, Paola (35414268700); Freudenheim, Jo L. (7006270906)","7005126453; 57219956777; 57207905627; 57205343912; 35414268700; 7006270906","Lung function in relation to intake of carotenoids and other antioxidant vitamins in a population-based study","10.1093/aje/155.5.463","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036499198&doi=10.1093%2faje%2f155.5.463&partnerID=40&md5=1b0f2b816861b6448cf909e842abd5d8","Accumulating evidence suggests that dietary antioxidant vitamins are positively associated with lung function. No evidence exists regarding whether dietary carotenoids other than β-carotene are related to pulmonary function. In 1995-1998 the authors studied the association of forced expiratory volume in 1 second and forced vital capacity as the percentage of the predicted value (FEV1% and FVC%, respectively) after adjustment for height, age, gender, and race with the intakes of several carotenoids ((α-carotene, β-carotene, β-cryptoxanthin, lutein/zeaxanthin, and lycopene) in a random sample of 1,616 men and women who were residents of western New York State, aged 35-79 years, and free from respiratory disease. They observed significant associations of lutein/zeaxanthin and vitamins C and E with FEV1% and FVC% using multiple linear regression after adjustment for total energy intake, smoking, and other covariates. When they analyzed all of these antioxidant vitamins simultaneously, they observed the strongest association of vitamin E with FEV1% and of lutein/zeaxanthin with FVC%. The differences in forced expiratory volume in 1 second and forced vital capacity associated with a decrease of 1 standard deviation of dietary vitamin E or lutein/zeaxanthin were equivalent to the influence of approximately 1-2 years of aging. Their findings support the hypothesis that carotenoids, vitamin C, and vitamin E may play a role in respiratory health and that carotenoids other than β-carotene may be involved."
"Chandler W.L.; Jelacic S.; Boster D.R.; Ciol M.A.; Williams G.D.; Watkins S.L.; Igarashi T.; Tarr P.I.","Chandler, Wayne L. (7101639645); Jelacic, Srdjan (6701869681); Boster, Daniel R. (7801375828); Ciol, Marcia A. (6701787959); Williams, Glyn D. (7406083006); Watkins, Sandra L. (7201673129); Igarashi, Takashi (57205888555); Tarr, Phillip I. (7006975162)","7101639645; 6701869681; 7801375828; 6701787959; 7406083006; 7201673129; 57205888555; 7006975162","Prothrombotic coagulation abnormalities preceding the hemolytic-uremic syndrome","10.1056/NEJMoa011033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037012136&doi=10.1056%2fNEJMoa011033&partnerID=40&md5=acf327f6ddea1089e72d3782aec344c9","Background: The hemolytic-uremic syndrome is a thrombotic complication of Escherichia coli O157:H7 infection. It is not known whether the coagulation abnormalities precede, and potentially cause, this disorder. Methods: In 53 children infected with E. coli O157:H7, we measured a panel of markers indicating activation of the clotting cascade and renal function within four days after the onset of illness. These markers were measured again in as many as possible of the 16 children in whom the hemolytic-uremic syndrome developed. Results: The children in whom the hemolytic-uremic syndrome subsequently developed had significantly higher median plasma concentrations of prothrombin fragment 1+2, tissue plasminogen activator (t-PA) antigen, t-PA-plasminogen-activator inhibitor type 1 (PAI-1) complex, and D-dimer than children with uncomplicated infection. These abnormalities preceded the development of azotemia and thrombocytopenia. When the hemolytic-uremic syndrome developed, the urinary concentrations of beta 2-microglobulin and N-acetyl-Β-glucosaminidase rose significantly (P=0.03 for both increases); the plasma concentrations of t-PA antigen, t-PA-PAI-1 complex, D-dimer, and plasmin-antiplasmin complex also increased significantly. The concentration of t-PA antigen correlated with that of the t-PA-PAI-1 complex in a linear regression model (squared correlation coefficient, 0.80; P< 0.001). Conclusions: In the hemolytic-uremic syndrome, thrombin generation (probably due to accelerated thrombogenesis) and inhibition of fibrinolysis precede renal injury and may be the cause of such injury. Copyright © 2002 Massachusetts Medical Society."
"De Caterina R.; Cipollone F.; Filardo F.P.; Zimarino M.; Bernini W.; Lazzerini G.; Bucciarelli T.; Falco A.; Marchesani P.; Muraro R.; Mezzetti A.; Ciabattoni G.","De Caterina, Raffaele (7102684371); Cipollone, Francesco (7003611260); Filardo, Francesca Paola (6506148355); Zimarino, Marco (57215992419); Bernini, Walter (6701449941); Lazzerini, Guido (6701689398); Bucciarelli, Tonino (7005543927); Falco, Angela (7003488765); Marchesani, Paola (6507518777); Muraro, Raffaella (7004598004); Mezzetti, Andrea (55334804500); Ciabattoni, Giovanni (7005742117)","7102684371; 7003611260; 6506148355; 57215992419; 6701449941; 6701689398; 7005543927; 7003488765; 6507518777; 7004598004; 55334804500; 7005742117","Low-density lipoprotein level reduction by the 3-hydroxy-3-methylglutaryl coenzyme-A inhibitor simvastatin is accompanied by a related reduction of F2-isoprostane formation in hypercholesterolemic subjects: No further effect of vitamin E","10.1161/01.CIR.0000038500.43292.D7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037069383&doi=10.1161%2f01.CIR.0000038500.43292.D7&partnerID=40&md5=f47af4c3def579080260cf4489ac703c","Background - Both statins and vitamin E, by reducing the rate of lipid peroxidation, may interfere with oxidative stress, but the impact of their combination is unknown. Methods and Results - We randomized 43 hypercholesterolemic patients (21 men, 22 women, age 63±11 years) to either simvastatin, to achieve >20% reduction of total cholesterol, or simvastatin plus 600 mg/d vitamin E for 2 months, Patients were then crossed over to the alternative treatment. Lipid parameters documented patients' compliance to simvastatin, whereas plasma levels of vitamin E documented compliance and absorption of vitamin E. We assessed urinary excretion of the isoprostane 8-iso-prostaglandin F2α (8-iso-PGF2α) as an in vivo index of oxidative stress at baseline and after each month of therapy. 8-Iso-PGF2α was significantly reduced by simvastatin, from 361±148 pg/mg creatinine (mean±SD) at baseline to 239±124 pg/mg creatinine after 1 month. The addition of vitamin E did not reduce such levels any further (256±125 after 1 month), Linear regression analysis showed a weak inverse relationship of 8-iso-PGF2α with vitamin E levels but a much stronger relationship with LDL cholesterol (R2=0.162; P<0.001). Conclusions - In hypercholesterolemic patients, LDL cholesterol is a major correlate of oxidative stress. Concomitant with LDL cholesterol reduction, simvastatin causes a drastic reduction of oxidative stress to a level that is not further reduced by the addition of vitamin E. Results of clinical trials with vitamin E may have been hampered by inadequate knowledge of the background level of lipid peroxidation, which is a major determinant of vitamin E bioactivity."
